text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
He is trying to ease his guilty conscience by being Mr. Righteous.,0,"4

Comment: He is trying to",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"LoL. Trump is not an ideologue, not much of a Conservative and he's a New York Republican. He ran on a clear platform and the Republican establishment is denying it to him. However, while pundits are speculating about splits, President Trump has the party membership in his back pocket. And they are more than willing to give him a benefit of the doubt. Not so with the Republican leadership. They no longer have any chips on the table, not after the repeal failure. I'm betting that Trump will not even have to deal with the opposing Republicans in Congress. The rank and file will castrate them for him.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Crazy and cold enough one pulled the trigger. The worst is that other 4 was helped him and didn't call police. No matter how these trials end, one family will never be able to touch or hug their son again,  see their son grow into a man, give them grandchildren or ever get this nightmare out of their minds. The other four teenagers going to prison and  because parents didn't keep up with the boys actions, too wrapped in their own pitiful selfs to teach their children morals and ethics. Now its to late and these stupid self-centered kids lives are over, shattered and destroyed and prison is their future. For what? What manner of evil justifies murdering a 17 yr old kid over weed. To pistol whip him, tell him he's going to die, drive him out and shoot him down in coldblooded premeditated murder. This is a more than a mind can wrap around.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Rev. Britton, when you claim that ""this belief (i.e. Christianity) has dramatically improved the world,""  aren't you overlooking the genocide of millions of indigenous North and South American natives at the hands of the European Christian conquerors?",0,"8

The comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"At the end of this year, the vast majority of regular Costco shoppers will spend far more than they would have spent had they not been members, shopped locally, read circulars, and used coupons. There is no doubt about it. And most would have used less gasoline, and stood on shorter lines.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Another dumb thing the SA has done.,1,"4

The user has used the word",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"If the boss's spouse is the head of HR, that's an indication the company is so small that there would be no other independent manager at the same level to be able to pass concerns to, even if the law requires an alternative procedure. That's the downside for working in family companies such as this.

The only practical answer would be to quit and find a better position elsewhere, if only for the sake of your sanity. If you can get a good lawyer to pursue a remedy for you, so much the better.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
You are so blinded by hate that you fail to comprehend anything HZ wrote. This is simply not a 1 + 1 = 2 situation. There are lots of variable and unpredictable factors involved so to pinpoint your blame on one person is ridiculous. HZ has given a fair and informative response.,1,"8

Comment: You are so blinded",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Simple, I don't want my back covered by one of these losers.",1,"7

The user's comment contains several",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"if nothing else this has given childish insulting losers like YOU something to post about, grow up idiot  ass for your impeach thinking you post ever day, man get some help for your sick delusions",1,"8

The comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Wow! what a bonehead move by Air Canada. One bad decision creates a lot of bad press. They should make a big donation to some veterans group to try and make amends.,1,"4

Comment: I'm so sick",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Yep, the architects of the Constitution were pretty smart. They were smart enough to know that they couldn't predict the future, which is why they designed a system of government that could be adapted to meet the needs of every generation. In an age when the average life expectancy was 50,  modern medicine meant leeches, and most people never moved away from where they were born, healthcare wasn't a national issue. Today, it is. 

There are built-in boundaries in the Constitution in the form of checks and balances and separation of powers. How those are lived out in every age is the ongoing work of democracy. I'm not in agreement with the notion that government can fix every societal problem, but I do believe in robust debate about how government can best serve us in the here and now.

I don't look on that as a lack of boundaries but, rather, as getting the best use out of the magnificent  constitutional apparatus the Founders left us.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"I still scan its online headlines just in case they actually contain some ""news"", but repeated absurd opinion pieces articles like this one prompted me to cut my Globe subscription recently, after subscribing for over two decades.  I don't regret the decision at all; if anything, I wonder what took me so long.",0,"4

Comment: I'm so glad",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Ugly but just palatable enough to keep a critical mass of small business owners onside. Still not impressed with this government's double standards. They continue to use divide and rule to control ordinary Canadians while happily dodging questions and legislation affecting their assets. The Opposition needs to keep up the pressure on on the likes of Morneau. He needs to be removed from the Finance Minister's chair,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Oh Ed - the angelic voices of the pro-life marchers singing Kumbaya for all God's children..... Except the evil fornicators who deserve to burn in n firey heIl for all eternity and whose choices you wish to control, whose will you seek to crush, who are wrong, wrong, wrong.... I feel the love and acceptance..",1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Judd would be better served by keeping his mouth shut.

He is only confirming his ignorance.",1,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"The players are employees, and the owner can introduce a new policy.  ESPN, not a conservative network, suspended one of it's host for violating a company policy, regarding social media. What's the difference form suspending an employee, or benching an employee? Oh, the ESPN employee is black and female, a doubled protective class.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Patrick. you are making a fool of yourself with your posts. There is a law in place between the US and Canada that doesn't allow for a person to make a claim of refugee status in one country and then, for what ever reason, try the other country.

Your post make no sense. You say it is not illegal to cross then you say CBSA will process them according to the rule of law. Well if it is not illegal, what exactly has to be processed?

Educate yourself.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
He should get death threats too?  Flagged.,1,"8

Comment: He should get death",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Same here.  Love the spirit and humor.  Excellent Caleb.  Merry Christmas!!

For me, it tells the story of our visitors escaping their weather and living their dream of warm sun and sand in the land of Aloha.",0,"4

The comment is mostly neutral with",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"May be we are in post-New Deep State period, as the old Deep State couldn't get that troll HRC elected, no matter how hard they tried and no matter how hard they propped her up.",0,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If the NDP had brains, they'd be Liberal.",1,"8

The NDP is a Liberal party",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Just another case of our broken Criminal Justice system in Alaska!  

It used to be that a 'Felony' was a serious crime where the convicted was punished.  Not anymore, they are just put on probation and told to play nice and don't get caught again.  Which in this case, the Bethel complaint was a ""low-priority"" one and the result is a dead man and possibly his wife.

Yes, the Criminal Justice System is overloaded, understaffed and underfunded, we have heard that before.  Just like AST is understaffed and has to prioritize their resources based on ""priority"".  The big question is 'why'?

If the Legislature can remodel offices, buy buildings, take trips on state money, and make back room deals with boondoggles to nowhere, then perhaps their priorities are wrong?

When the Governor can take trips promoting business, spend obscene money on buddy attorneys and consultants while the people of the state deal with property crimes which are ""low-priority"",  perhaps the voters are just stupid!",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The Blacks think they are in Chicago.,1,"4

The Blacks think they are in",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Good comment. ""Democracy"" aways ends in tears. Time for it to die quietly and let adults run things, rather than let children run amok.",1,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
they have had enough assistance - screw them,1,"8

The user has used explicit language",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"another lying testimony by dump's relative.  he stated that he was naïve and very busy to know any better.  that is bullshit, he knew what the hell he was doing - colluding with the Russians.",1,"7

Comment: another lying testimony by",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"This is heartbreaking and has nothing to do with religion, it has to do with the impact that war has on civilian populations. None of the actors in the civil war going on in Syria give a crap about the civilians and the effect the conflict has on them.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Hilarious and stupid...and this guy is a Yale Divinity Professor?,1,"5

The comment contains several instances of",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Flannigan clearly has never been poor. If you do not make enough to pay rent AND buy food there is not much you can pay in taxes. I have been in that situation as a full time employed single adult, so it is not about being ""stupid and needy""",1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
ITMFA,0,"8

Note: The comment ""IT",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Come on Gary, make a decision and then stand up and take the flak, if any. You look weak when you try to pin it on the union. Fehr is right all the way.",0,"7

Where 0 = Clearly non",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I was very surprised to read Ms. Sideco is based in San Francisco as her article doesn't ring true to me at all for the vast numbers of Catholics in California who don't check the ""Caucasian/White"" demographic box.  I suspect her questions and conclusions were written to prove the author's premise, rather than using factual data that might cast doubt on that premise.  As to her questions about media interviews and profiles, YES, I see other-than-white people on every single media profile (and wonder why she doesn't).  Maybe our news is different in NorCal than what she sees in SF, but SF itself is even more diverse than my own metro area.  I can't speak for any parish east of Nevada, but the diversity Ms. Sideco desires is absolutely present and accounted for, and has been for at least 60 years, in this state.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Becca: It sounds like you're from the ""damn it, do something"" school....I agree with you.  Personally, I'd rather they'd established some ""smoking areas"" and outlawed smoking on the sidewalks,  but that's just because I like dogs much better than cigarette smoke.   We'll all just have to see if it helps.... regards, Gary Crum",1,"4

Gary Crum's comment contains",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"...(cont'd from above)...


John O’Donnell, former president of Trump Plaza Hotel and Casino in Atlantic City, quoted Trump’s criticism of a black accountant in his 1989 book: ""Black guys counting my money! I hate it. The only kind of people I want counting my money are short guys that wear yarmulkes every day…I think that the guy is lazy. And it’s probably not his fault, because laziness is a trait in blacks. It really is, I believe that. It’s not anything they can control.”

 Trump played a big role in pushing false rumors that Obama — the country’s first black president — was not born in the US. He even sent investigators to Hawaii to look into Obama's birth certificate.

Trump has repeatedly referred to Mexican immigrants as “criminals” and “rapists”, plans to build a border wall & force Mexico to pay for it, repeatedly referred to Senator Elizabeth Warren as “Pocahontas” due to her Cherokee ancestry, called for a complete ban on all Muslims entering the US

(cont'd below)....",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Motoko Rich who wrote this article must be high on drugs. We are not going to attack North Korea unless they attacked first. And most of our missiles will be going toward China because they are the ones controlling the North Koreans. Any attack on North Korea is an attack on China. I think the Korean War proves that to be true, eh? So unless we are willing to go to war with China, any unprovoked military action against North Korea is out of the question.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""They think we are idiots and we are because we continue to allow them to govern.""

And at least on that point...they'd be correct.",1,"8

The comment is highly toxic,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Manchester, I am confident, will be a model to the world of tolerance and multiculturalism. 

I trust that their residents will start a long overdue conversation about how stressful and unfulfilling western societies are to immigrant families, how hard it is for so many of them to adjust, and how unwilling and uncooperative some are about abandoning their ways and embracing new ones.",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Stupid premise.  But slagging Trump is the surest route to getting published in this rag.,1,"8

The user's comment contains several",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Every additional immigrant is threatening our comfort: More fishermen than fish, housing shortage, bumper to bumper traffic, no parking, the darn rail expenses, it is getting horrible.",1,"6

Comment: I'm so glad",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I agree, although in this case I would recommend revenge.",1,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"I'm sure he will continue to fool the MAGAphants.  As trump lapdogs, they will watch Fox News and be bombarded with Koch Brother ads and be convinced their lives are better with each giveaway to the the 1%.  One wants to laugh at their idiocy, but it's not funny when the Clown-in-chief and his lapdogs implement their self-serving economic policies.",1,"8

Comment: I'm sure he",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Another day, and even more hatred and division from the ""tolerant"" left wing.

It looks like this third-wave feminist zealot missed MLK's dream about a nation where people would be judged by the content of their character, not the color of their skin.

I'm anxious to see more left-wing trolls explain how this type of racial discrimination and stereotyping is justified because it fits into their hypocritical agenda.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Once more, you reveal the limitations of your knowledge in just about every field you try and sound competent it, Marty.  In psychoanalysis - particularly as it was practiced in Vienna in the late 1800's - the later growth and refinement of its theories and practices render your characterizations laughably antiquated.  Try sticking to what you know best - which I would say is quite unknown to us even now.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Private business & public opinion punishes people for exercising free speech rights all the time.  Has throughout the history of our country.  What are you talking about?  The Barnette decision said a school (government entity) could not expel children for refusing to say the Pledge of Allegiance. That's not the same as a private employer firing (which Kaepernick wasn't, btw) or refusing to hire an employee who has exercised speech rights

The only right Kaepernick has not to be punished is not to be have his speech considered a crime by the government (with ""fire in a crowded theater"" exceptions).  Punishment by one's employer is nothing unusual.  The guy who videotaped himself chewing out a Chick-Fil-A cashier - gone within a day, and fired from his next job when the boss found out he was the CFA guy.  Last I heard he was on food stamps.  The head of Firefox forced out of his position because he supported traditional marriage.  And for something closer to home, google Ward Churchill.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yeah, they're laughing alright.",0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
He stayed out of the way.  That is something.,0,"4

The user used mostly neutral language",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"I guess you are the judge of which is acceptable, and where the line is drawn?",0,"8

Comment: I guess you are",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"thank you sheeple for re-electing this no good, lying sack of... mayor again. thanks alot!",1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Where are the Feds  on this?,0,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Why are you so afraid of women. As soon as women start to have an independent thought, the Right enacts more laws to put them down.

Besides which, as soon as the baby is born, you start complaining about entitlements, stealing money, and poor life decisions.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"What a sad story, this kid has lots of talent. so young and not too bright.  hope he see the light soon that he needs some help.",0,"4

In this example, the comment",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"The Lawsuit against The Bank of Canada - CBC.
youtube.com/watch?v=4ZuIKXXtQN0",0,"8

Note: The Lawsuit against",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Can't they at least spend some of it on something they would like?,0,"4

The user's comment is mostly",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"That ""crap show"" you're referring to is exactly why people are doing that scoreboard watching, myself included. It is so rare for the Rockies to have such an extended period of excellent play that people are genuinely excited.  I, for one, prefer perhaps a little too much excitement early over being resigned to the Rockies' irrelevance by Father's Day.",1,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"NRA: ""Arm all the teachers and students and you won't have these problems""  Yepper, more guns is the answer.",0,"8

Explanation: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The fascist left once again displays their intolerance.,0,"4

Comment: The fascist left once",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"If ""utility"" is your metric for prohibition, why is Alcohol celebrated and Marijuana illegal, in most places. marijuana has far more utility than alcohol. Also, ALL prohibition does is raise the commodity price, creating an incentire to traffic and protect those markets through violence. No matter how ""good"" your intentions you can't change economics.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I'm not sure why there is never any discussion on the contents of the hacked emails in these articles or on news shows about the affair.  

Is it because the emails make Clinton look so terrible?  And if they do make Clinton look bad, shouldn't the Russians  be thanked for providing that information to voters?",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I have known 2 individuals who contracted polio as children before the polio vaccine. Both had affected limbs and not pretty.  One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.",1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I'm willing to bet there are a lot of people using the right-of-way already.  A lot more than those which ask permission of Alyeska.  Not likely any hiker will come to AK just to hike up a trail and shoot the pipeline.  More likely to be shot by another drunk from the hiway.,1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Re: ""What the hay does ""cross-straight relations "" mean?""

That's a question Mr. Trump should have asked ... BEFORE he took that call.

It's bad that he's ignorant, but horrific that he's wilfully ignorant.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
If the shooter was Muslim the right would have no problem “playing politics”.  Fox News and our fkkkg moron in charge would call for a Muslim ban.  Since the shooter was white their agenda has been derailed.,1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yep. No big surprise is it? We can't get rid of Trump and his hypocritical religious nut wingman, Pence, quickly enough.",1,"7

Comment: I'm so glad",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"This is, in a word, delicious.

Why?

Because eventually, a DNC member will apologize that they did not understand that they were hitting the 'send'  button rather than the 'delete'  button.

The only person, and I mean the ONLY person that is less trustworthy than Hillary Clinton is the leader of the DNC, Debbie Wasserman Schultz, who has rigged the election from the Democrat side from the beginning.

Think I am wrong, liberals?

Just wait.

So. That said.

I, for one, do not trust for a second that this was a breach that was taken by the Russians, but was instead, given unto them.

Why do I believe this?

Because personal information was not taken from any other part of the site.

ONLY the complete Donald Trump information was taken.

I really wonder why this is.

Yeah, yeah, detractors will state that Trumps website and the RNC's website were attacked as well.

What information was taken from those sites?

Hillary and Wasserman-Schultz are one thing, and one thing only.

Corrupt.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The ""useful idiots"", being the likes of ""Chris from/in Ottawa, and ""Cassandra"" are strangely absent.",1,"4

Comment: ""I'm not",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"This could be McCain's more defining moment than much of what went before. Here he is, the recipient of the best healthcare at one of the best hospitals in the country - the Mayo Clinic Scottsdale. Does he vote the idiologic or moral?  Channel Bush Senior or Barry Goldwater?",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"you are the willfully ignorant , you refuse to accept our local style and denigrate it as stupid.  just because we don't agree with you demeaning assertions that we are all stupid.  nope, it is you who is.   but, please don' reply to me, like I said, stupidity irks me.",1,"8

The user's comment is a",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I think the law addresses your concern. ""SB 1322...requires that law enforcement continue to immediately report allegations of commercial sexual exploitation involving juveniles to agencies charged with protecting and counseling them. Courts would still be responsible for overseeing the care that trafficked youths receive while they remain underage, in the absence of responsible parents or guardians.""

Sex with a child prostitute continues to be a criminal act for the johns. Pimping remains illegal.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
That was at the discretion of Sarah Palin wasn't it 8wop?  And we said adios to Palin too.,0,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
So you will allow Minnery's God Squard examine your daughter's private parts to deem her eligible for the proper public bathroom?,0,"8

Explanation: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Tragic and pathetic, and some pathetic comments by brexit supporters here. The European Union has made it possible for Western Europe to remain at peace for 70 years, probably longer than at any time in history.
The pathetic aspect of this is that the British folks who have legitimate grievances have been brainwashed to blame foreigners for troubles for which their own governments are entirely responsible, as well as the class system of British society. They have kept in power for decades the very elements of British society who have no interest whatsoever in improving the conditions of the working classes and ordinary folks. Unfortunately the past few months have made it clear that the present Tory government has no clue how to deal with this situation.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Lol. Yeah. The Globe is nothing but encouraging and positive when it comes to Canadian tech companies. I’ve certainly never read anything negative or discouraging or pessimistic in the Globe about leading Canadian tech companies. Nothing but positive vibes. *rolls eyes*,0,"7

In this case, the comment",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"You might not be aware, but there is a lot of policy space between neo liberal market fundamentalism and Soviet style market control, just as there are many colours between black and white. Your comment is the most simplistic of reflexive, achromatic responses.",0,"8

This comment is highly toxic because",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"You seem to be forgetting that the Kivilina school is in the NW Arctic borough.   This borough just signed a deal (PILT payment in lieu of taxes) with the Red Dog Mine for ...wait for it....a quarter of a billion dollars! (Over 38k per citizen!)  

This borough is so wealthy the just sent their entire assembly to Seattle for 5 days of meetings at a tune of over $120k.   They have so much funds they pay no property tax, yet the state builds their schools and runs them for FREE!   

In urban Alaska the citizens must pay 100% of school construction costs. This is why the state spends more than double the national average on government.   Fiscal parity between the incorporated and unincorporated areas first! No income tax!",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Its pathetic indeed.,1,"4

The user's comment is marked",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Judging by the extreme bias in almost all of her comments, the answer to your first question is obvious.",0,"8

Comment: Judging by the",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"It bears mentioning that no one is silencing anyone. Amy Demboski is still free to say whatever she likes. What she isn't free from, however, is facing the consequences of saying whatever she likes. Try not to confuse the two.

Also worth mentioning, the issue under discussion isn't about opinion. It's about facts. Even Demboski herself has said we should let the facts lead where the facts lead. I hate to break it to you, Comrade, but the facts in this instance don't support Demboski. Not that she seems willing to let that interfere with what she says. Even the FBI acknowledges that there is no Islamic group stockpiling weapons in Alaska. We can disagree on what facts mean. We can disagree on how to respond to facts. But we can't disagree on facts being facts. Not if we want to get to the truth of anything.

This is simply Demboski being a know-nothing demagogue appealing to bigotry. Or as I call it, Wednesday.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The problem with Islam is that it's false religion. Allah is Lucifer.,1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
He does like to fly around the world and drink Champagne...and give away our money...,0,"4

Comment: He does like to",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Continued....
This will filter down to parishes where some priests will ignore the Episcopal guidelines and do their own thing one way or another. According to the doctrine of Primacy of Conscience no pope or bishop can oblige a priest or anyone to act against his conscience and do what he considers to be evil. I believe that this was St Thomas's original concept on this question. Therefore, no priest can be obliged by his bishop to give Communion to those whom he considers in conscience to be living in an adulterous relationship if he believes it would be sinful for him to do so. Current interpretation of Primacy of Conscience can work both ways.
Naturally I disagree with you that the teaching of the Church is just rules. Love of God is paramount, an absolute. We are counselled to love our neighbour as we love ourselves an injunction which is relative.
Nice to see you back here and have a happy and holy Christmas.",0,"4

The comment is mostly neutral with",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"But didn't that ""drivel"" emanate from one of your beloved ecumenical councils? Ignorant, heretical, and hypocritical is no way to go through life son.",1,"7

Comment: I'm so tired",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"After no NFL official ""corrected"" Colin Crapperdink and others joined in to disrespect our country's anthem, we stopped watching and, amazingly, we found lots of great stuff to do with our new-found free time!  Jerry Seinfeld's joke is true: professional sports is really just your favorite ""clothing"" playing against opponents' hated ""clothing.""

I would like to get back the time (and money) we wasted on such trivial matters.  Well, as always 'shoulduh, woulduh, coulduh' won't help, so we're thankful to have seen the truth and just move on with our lives.  Last one out of the stadiums, please turn off the lights!",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
You must be a racist then.,1,"5

The comment contains several instances of",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"SirJohn:  Nice attempt at re-direction, but this is not about Hillary Clinton.  How you and others can continue to support Trump is truly beyond me.",0,"4

SirJohn:  Nice attempt",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
What? Actual Christian leaders not aligned with the  Minnerites' Inquisition,0,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The National Labor Relations Act says otherwise.,0,"8

The National Labor Relations Act says",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
When you get older do you want to go abroad for care?,0,"4

In this example, the comment",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
I don't watch NFL anymore. My right to protest too.,0,"4

This comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
I like that Comment,0,"8

You are a toxicity rater",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I am much more concerned with Subarus driven by individuals wearing Birkenstocks than I will ever be about citizens employing  their constitutional rights.  Keep people off of anti-depressants and hunt terrorists down and dispatch them like the rabid dogs they are and even you will be able to hug your teddy bear and get a good nights sleep.

Cheers!",0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
More cops believe doughnuts are yummy than believe in the usefulness of body cams.  Want to bet on how many body cam videos there are of cops eating doughnuts?,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I met Ryan about 10 years ago in my front yard. He, his wife and her parents walked neighborhoods every weekend for exercise, meeting folks in the community and checking out interesting homes and their owners.  They are truly community people.  I have yet to meet the owners of yuppie shitsville businesses under the same circumstances. Very sad, very true.",0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Barbara:
We are being treated to a prime example of a doofus being ""KITTY"" whipped.
The original idiot admits that it was his girl friend's idea.  What a wimp !",1,7,7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Nope.  Just genuine laughter at inane, outrageous and unbelievable stupidity and contradictions.  They were very worthy of laughter.  And Hillary! too!  and I am now having fun with you because you are completely ridiculost and don't know when to stop, so it is easy. I do, however, know when to stop and now is that time.  Gotta go out and appreciate America and interact with real Americans, even conservatives, who have something intelligent to offer, even if I disagree, because they, unlike you, love this country too.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"To me, it is clear that Francis is referring to prelates that have the same mindset of you.  That is, not knowing that the church must reform itself to survive.  Eventually, those that do not grasp this growth and reformation will become extinct.  The church will reform against all the railings of the conservatives that tell us the church can't change...Jesus set everything in stone!  Not true today and never was true.  If, as the church teaches, you believe that scripture is ever revealing, we must look at ourselves...because we are the ones who change, not God.  But as Francis said, the bad prelates, like you, find refuge in tradition...the branches need to be pruned to have new, healthy growth.  I see those with your mindset as needed to be pruned o that the church can grow in the spirit of Christ.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Get ready, Arvada!  If RTD is true to form, you'll never again sleep all night without hearing the train horns at 1 am, then at 1:20, and 1:40, never again have an outdoor barbeque that isn't ruined by the trains, and your relatives will choose to stay at a hotel downtown rather than put up with the noise in your neighborhood.  It's been two years of ""software glitches"" in Stapleton.  Ask a hotel in Stapleton how their business is and ask real estate agents about home sales in the area.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Cameron made a speech in Ukraine on March 30th. He said he was glad he called the Referendum and had never liked the EU.,0,"4

Comment: ""I'm so",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
""" Nearly half of your nation voted for Donald Trump and you arrogantly dismiss them as gullible.""

They voted for a sexist, racist, lying demagogue and the are supposed to be proud of it?",1,"8

They voted for a sexist,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
