row_index,example_index,worker_id,aspect,original,simplification,human_rating,raw_output,parsed_output,model
1220,91,6,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1221,91,14,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1222,91,12,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,14.0,"41
The",41,Qwen3-4B
1223,91,13,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,10.0,"41
The",41,Qwen3-4B
1224,91,23,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,2.0,"41
The",41,Qwen3-4B
1225,91,6,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1226,91,14,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1227,91,28,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,19.0,"41
The",41,Qwen3-4B
1228,91,6,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1229,91,25,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1230,91,25,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,5.0,"41
The",41,Qwen3-4B
1231,91,12,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,34.0,"41
The",41,Qwen3-4B
1232,91,18,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,27.0,"41
The",41,Qwen3-4B
1233,91,8,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1234,91,8,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,4.0,"41
The",41,Qwen3-4B
1235,91,8,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,37.0,"41
The",41,Qwen3-4B
1236,91,25,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1237,91,15,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,100.0,"41
The",41,Qwen3-4B
1238,91,15,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,100.0,"41
The",41,Qwen3-4B
1239,91,15,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,100.0,"41
The",41,Qwen3-4B
1240,91,23,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,4.0,"41
The",41,Qwen3-4B
1241,91,18,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,22.0,"41
The",41,Qwen3-4B
1242,91,18,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,23.0,"41
The",41,Qwen3-4B
1243,91,9,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,82.0,"41
The",41,Qwen3-4B
1244,91,27,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,29.0,"41
The",41,Qwen3-4B
1245,91,28,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,25.0,"41
The",41,Qwen3-4B
1246,91,28,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,30.0,"41
The",41,Qwen3-4B
1247,91,27,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,64.0,"41
The",41,Qwen3-4B
1248,91,19,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,2.0,"41
The",41,Qwen3-4B
1249,91,19,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,4.0,"41
The",41,Qwen3-4B
1250,91,9,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,65.0,"41
The",41,Qwen3-4B
1251,91,27,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,12.0,"41
The",41,Qwen3-4B
1252,91,14,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,0.0,"41
The",41,Qwen3-4B
1253,91,13,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,5.0,"41
The",41,Qwen3-4B
1254,91,9,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,89.0,"41
The",41,Qwen3-4B
1255,91,20,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,2.0,"41
The",41,Qwen3-4B
1256,91,13,0,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,5.0,"41
The",41,Qwen3-4B
1257,91,20,1,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,100.0,"41
The",41,Qwen3-4B
1258,91,20,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,58.0,"41
The",41,Qwen3-4B
1259,91,19,2,They are rivaled as biological materials in toughness only by Chitin.,They are made up of biological materials in toughness only by Chitin.,5.0,"41
The",41,Qwen3-4B
1260,93,2,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",50.0,"41
The",41,Qwen3-4B
1261,93,2,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",47.0,"41
The",41,Qwen3-4B
1262,93,2,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",7.0,"41
The",41,Qwen3-4B
1263,93,13,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1264,93,11,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",9.0,"41
The",41,Qwen3-4B
1265,93,13,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",10.0,"41
The",41,Qwen3-4B
1266,93,13,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1267,93,14,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1268,93,5,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",7.0,"41
The",41,Qwen3-4B
1269,93,15,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",2.0,"41
The",41,Qwen3-4B
1270,93,1,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",1.0,"41
The",41,Qwen3-4B
1271,93,15,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",20.0,"41
The",41,Qwen3-4B
1272,93,15,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",15.0,"41
The",41,Qwen3-4B
1273,93,19,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",6.0,"41
The",41,Qwen3-4B
1274,93,14,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1275,93,14,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1276,93,19,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",6.0,"41
The",41,Qwen3-4B
1277,93,19,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",6.0,"41
The",41,Qwen3-4B
1278,93,11,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",8.0,"41
The",41,Qwen3-4B
1279,93,3,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1280,93,11,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",6.0,"41
The",41,Qwen3-4B
1281,93,1,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",20.0,"41
The",41,Qwen3-4B
1282,93,6,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1283,93,6,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1284,93,6,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1285,93,27,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1286,93,5,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",22.0,"41
The",41,Qwen3-4B
1287,93,5,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",13.0,"41
The",41,Qwen3-4B
1288,93,21,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",33.0,"41
The",41,Qwen3-4B
1289,93,27,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1290,93,21,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",4.0,"41
The",41,Qwen3-4B
1291,93,27,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1292,93,18,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",16.0,"41
The",41,Qwen3-4B
1293,93,3,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1294,93,18,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",20.0,"41
The",41,Qwen3-4B
1295,93,21,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",23.0,"41
The",41,Qwen3-4B
1296,93,18,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",21.0,"41
The",41,Qwen3-4B
1297,93,28,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",32.0,"41
The",41,Qwen3-4B
1298,93,1,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",1.0,"41
The",41,Qwen3-4B
1299,93,8,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1300,93,28,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",15.0,"41
The",41,Qwen3-4B
1301,93,8,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1302,93,8,0,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1303,93,3,2,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",0.0,"41
The",41,Qwen3-4B
1304,93,28,1,"Tickets can be Retailed for national rail services, the docklands light railway and on oyster card.","Tickets can be Retailed, the docklands light railway and.",18.0,"41
The",41,Qwen3-4B
1305,101,28,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1306,101,5,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",92.0,"96

The",96,Qwen3-4B
1307,101,15,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1308,101,15,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1309,101,15,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1310,101,5,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",88.0,"96

The",96,Qwen3-4B
1311,101,5,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",35.0,"96

The",96,Qwen3-4B
1312,101,3,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1313,101,22,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",51.0,"96

The",96,Qwen3-4B
1314,101,6,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1315,101,6,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1316,101,22,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",91.0,"96

The",96,Qwen3-4B
1317,101,3,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1318,101,3,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1319,101,6,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1320,101,28,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1321,101,28,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1322,101,22,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",89.0,"96

The",96,Qwen3-4B
1323,101,13,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",70.0,"96

The",96,Qwen3-4B
1324,101,27,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1325,101,27,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",69.0,"96

The",96,Qwen3-4B
1326,101,13,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1327,101,13,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1328,101,2,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",76.0,"96

The",96,Qwen3-4B
1329,101,2,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1330,101,25,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",0.0,"96

The",96,Qwen3-4B
1331,101,25,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",84.0,"96

The",96,Qwen3-4B
1332,101,25,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",52.0,"96

The",96,Qwen3-4B
1333,101,2,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",54.0,"96

The",96,Qwen3-4B
1334,101,8,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",61.0,"96

The",96,Qwen3-4B
1335,101,8,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",31.0,"96

The",96,Qwen3-4B
1336,101,12,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",55.0,"96

The",96,Qwen3-4B
1337,101,12,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1338,101,12,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",96.0,"96

The",96,Qwen3-4B
1339,101,8,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",0.0,"96

The",96,Qwen3-4B
1340,101,20,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1341,101,27,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",67.0,"96

The",96,Qwen3-4B
1342,101,19,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",19.0,"96

The",96,Qwen3-4B
1343,101,20,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",86.0,"96

The",96,Qwen3-4B
1344,101,14,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",97.0,"96

The",96,Qwen3-4B
1345,101,14,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",98.0,"96

The",96,Qwen3-4B
1346,101,14,2,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1347,101,19,0,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",71.0,"96

The",96,Qwen3-4B
1348,101,19,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",79.0,"96

The",96,Qwen3-4B
1349,101,20,1,"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ or cares about.","Also, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and/ cares about it.",100.0,"96

The",96,Qwen3-4B
1350,102,0,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",20.0,"96

The",96,Qwen3-4B
1351,102,11,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",74.0,"96

The",96,Qwen3-4B
1352,102,11,0,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",50.0,"96

The",96,Qwen3-4B
1353,102,13,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",10.0,"96

The",96,Qwen3-4B
1354,102,13,0,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",95.0,"96

The",96,Qwen3-4B
1355,102,13,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",15.0,"96

The",96,Qwen3-4B
1356,102,11,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",35.0,"96

The",96,Qwen3-4B
1357,102,18,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",37.0,"96

The",96,Qwen3-4B
1358,102,18,0,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",38.0,"96

The",96,Qwen3-4B
1359,102,8,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",0.0,"96

The",96,Qwen3-4B
1360,102,8,0,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",55.0,"96

The",96,Qwen3-4B
1361,102,8,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",0.0,"96

The",96,Qwen3-4B
1362,102,3,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",0.0,"96

The",96,Qwen3-4B
1363,102,3,0,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",89.0,"96

The",96,Qwen3-4B
1364,102,18,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",34.0,"96

The",96,Qwen3-4B
1365,102,19,2,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",2.0,"96

The",96,Qwen3-4B
1366,102,0,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",80.0,"96

The",96,Qwen3-4B
1367,102,3,1,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father is now a hearty in favour of his son and see him as one of Floyd's biggest fans.",14.0,"96

The",96,Qwen3-4B
