row_index,example_index,worker_id,aspect,original,simplification,human_rating,raw_output,parsed_output,model
267,21,6,0,Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British sport thought to come from the same source as many Racquet sports.,100.0,"92
```python",92,Llama-3.1-8B-Instruct
268,21,0,2,Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British sport thought to come from the same source as many Racquet sports.,100.0,"92
```python",92,Llama-3.1-8B-Instruct
269,21,6,1,Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British sport thought to come from the same source as many Racquet sports.,100.0,"92
```python",92,Llama-3.1-8B-Instruct
270,22,27,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
271,22,13,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",65.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
272,22,5,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",97.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
273,22,20,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
274,22,11,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",31.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
275,22,11,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",57.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
276,22,5,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",96.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
277,22,20,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
278,22,13,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
279,22,27,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
280,22,8,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
281,22,6,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
282,22,6,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
283,22,3,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",79.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
284,22,3,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
285,22,3,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",73.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
286,22,6,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
287,22,11,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",28.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
288,22,2,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",67.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
289,22,2,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",69.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
290,22,8,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
291,22,13,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
292,22,24,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",94.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
293,22,24,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",75.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
294,22,24,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",50.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
295,22,20,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",50.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
296,22,14,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",59.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
297,22,1,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",70.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
298,22,1,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
299,22,14,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",98.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
300,22,14,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",88.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
301,22,2,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",82.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
302,22,8,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",44.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
303,22,28,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",60.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
304,22,28,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
305,22,19,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",4.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
306,22,19,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
307,22,15,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",50.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
308,22,27,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",0.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
309,22,15,0,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
310,22,15,1,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",100.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
311,22,19,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",5.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
312,22,28,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",50.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
313,22,5,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",14.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
314,22,1,2,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand, will be decorated with yellow color",50.0,"41

Original sentence",41,Llama-3.1-8B-Instruct
315,23,19,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
316,23,3,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
317,23,3,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
318,23,11,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,88.0,"98
```python",98,Llama-3.1-8B-Instruct
319,23,11,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,87.0,"98
```python",98,Llama-3.1-8B-Instruct
320,23,11,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,87.0,"98
```python",98,Llama-3.1-8B-Instruct
321,23,19,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,60.0,"98
```python",98,Llama-3.1-8B-Instruct
322,23,19,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,92.0,"98
```python",98,Llama-3.1-8B-Instruct
323,23,24,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,95.0,"98
```python",98,Llama-3.1-8B-Instruct
324,23,24,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,91.0,"98
```python",98,Llama-3.1-8B-Instruct
325,23,24,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
326,23,20,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
327,23,3,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,0.0,"98
```python",98,Llama-3.1-8B-Instruct
328,23,20,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
329,23,20,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,50.0,"98
```python",98,Llama-3.1-8B-Instruct
330,23,14,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
331,23,28,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
332,23,28,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
333,23,6,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,92.0,"98
```python",98,Llama-3.1-8B-Instruct
334,23,2,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,88.0,"98
```python",98,Llama-3.1-8B-Instruct
335,23,2,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,82.0,"98
```python",98,Llama-3.1-8B-Instruct
336,23,2,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,92.0,"98
```python",98,Llama-3.1-8B-Instruct
337,23,6,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
338,23,1,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
339,23,5,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,93.0,"98
```python",98,Llama-3.1-8B-Instruct
340,23,8,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,32.0,"98
```python",98,Llama-3.1-8B-Instruct
341,23,28,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
342,23,27,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,83.0,"98
```python",98,Llama-3.1-8B-Instruct
343,23,27,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
344,23,14,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
345,23,8,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,77.0,"98
```python",98,Llama-3.1-8B-Instruct
346,23,27,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,46.0,"98
```python",98,Llama-3.1-8B-Instruct
347,23,13,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
348,23,13,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
349,23,14,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,96.0,"98
```python",98,Llama-3.1-8B-Instruct
350,23,5,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,57.0,"98
```python",98,Llama-3.1-8B-Instruct
351,23,15,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
352,23,1,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
353,23,6,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
354,23,13,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,20.0,"98
```python",98,Llama-3.1-8B-Instruct
355,23,15,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,64.0,"98
```python",98,Llama-3.1-8B-Instruct
356,23,1,2,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,85.0,"98
```python",98,Llama-3.1-8B-Instruct
357,23,5,0,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,96.0,"98
```python",98,Llama-3.1-8B-Instruct
358,23,8,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
359,23,15,1,Both names became defunct in 2007 when they were merged into the National museum of Scotland.,Both names became obsolete in 2007 when they were merged into the National museum of Scotland.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
360,27,23,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
361,27,12,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,82.0,"98
```python",98,Llama-3.1-8B-Instruct
362,27,12,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,80.0,"98
```python",98,Llama-3.1-8B-Instruct
363,27,23,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,89.0,"98
```python",98,Llama-3.1-8B-Instruct
364,27,23,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,30.0,"98
```python",98,Llama-3.1-8B-Instruct
365,27,27,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,28.0,"98
```python",98,Llama-3.1-8B-Instruct
366,27,14,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,42.0,"98
```python",98,Llama-3.1-8B-Instruct
367,27,14,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,49.0,"98
```python",98,Llama-3.1-8B-Instruct
368,27,25,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,9.0,"98
```python",98,Llama-3.1-8B-Instruct
369,27,25,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,53.0,"98
```python",98,Llama-3.1-8B-Instruct
370,27,25,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,67.0,"98
```python",98,Llama-3.1-8B-Instruct
371,27,18,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,61.0,"98
```python",98,Llama-3.1-8B-Instruct
372,27,18,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,53.0,"98
```python",98,Llama-3.1-8B-Instruct
373,27,3,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
374,27,3,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
375,27,14,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
376,27,18,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,41.0,"98
```python",98,Llama-3.1-8B-Instruct
377,27,3,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
378,27,19,1,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,100.0,"98
```python",98,Llama-3.1-8B-Instruct
379,27,8,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,64.0,"98
```python",98,Llama-3.1-8B-Instruct
380,27,8,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,74.0,"98
```python",98,Llama-3.1-8B-Instruct
381,27,13,2,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,20.0,"98
```python",98,Llama-3.1-8B-Instruct
382,27,13,0,Perry Saturn( with Terri) defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8:10) Saturn pinned Guerrero after a diving elbow drop.,He defeated Eddie Guerrero( with Chyna) to win the WWF European championship( 8: 10) Saturn pinned Guerrero after a diving elbow drop.,90.0,"98
```python",98,Llama-3.1-8B-Instruct
