row_index,example_index,worker_id,aspect,original,simplification,human_rating
500,50,1,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
501,50,15,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
502,50,13,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
503,50,15,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",86.0
504,50,19,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",8.0
505,50,19,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
506,50,13,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
507,50,13,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",90.0
508,50,19,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
509,50,14,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
510,50,15,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
511,50,14,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",96.0
512,50,1,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
513,50,2,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",93.0
514,50,27,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
515,50,27,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
516,50,11,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",76.0
517,50,11,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",98.0
518,50,11,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",98.0
519,50,6,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
520,50,5,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",97.0
521,50,6,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
522,50,3,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
523,50,3,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
524,50,3,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
525,50,20,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
526,50,20,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
527,50,20,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
528,50,6,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
529,50,5,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",99.0
530,50,27,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",42.0
531,50,28,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",0.0
532,50,2,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",93.0
533,50,8,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",27.0
534,50,8,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
535,50,2,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",92.0
536,50,24,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",0.0
537,50,24,0,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",0.0
538,50,5,2,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",14.0
539,50,8,1,"Like previous assessment reports, it consists of four reports, three of them from its working groups.","Like previous assessment reports, it has four reports, three of them from its working groups.",100.0
540,53,1,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,40.0
541,53,1,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,85.0
542,53,1,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,70.0
543,53,13,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
544,53,11,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
545,53,8,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
546,53,20,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,6.0
547,53,18,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,20.0
548,53,18,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,23.0
549,53,2,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
550,53,12,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
551,53,13,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
552,53,2,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
553,53,6,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
554,53,6,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
555,53,6,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
556,53,12,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
557,53,19,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,1.0
558,53,13,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,10.0
559,53,2,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,3.0
560,53,19,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,5.0
561,53,12,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,4.0
562,53,8,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
563,53,8,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
564,53,11,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,12.0
565,53,5,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,9.0
566,53,5,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,48.0
567,53,19,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,2.0
568,53,5,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,20.0
569,53,11,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,8.0
570,53,14,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
571,53,18,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,30.0
572,53,25,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,18.0
573,53,25,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
574,53,25,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,2.0
575,53,27,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
576,53,15,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,26.0
577,53,20,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,14.0
578,53,27,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
579,53,15,1,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,44.0
580,53,15,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,49.0
581,53,14,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
582,53,20,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,8.0
583,53,14,0,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
584,53,27,2,The International fight League was an American mixed martial arts( Mma) promotion billed as the world's first Mma League.,International fight the league was an martial arts promotion Mma) billed.,0.0
585,55,5,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",52.0
586,55,15,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
587,55,14,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
588,55,14,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",77.0
589,55,25,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",80.0
590,55,20,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
591,55,18,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",71.0
592,55,27,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",67.0
593,55,2,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",74.0
594,55,6,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
595,55,6,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
596,55,14,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
597,55,15,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",87.0
598,55,19,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",96.0
599,55,27,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
600,55,18,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",58.0
601,55,19,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",70.0
602,55,15,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",84.0
603,55,6,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
604,55,12,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",93.0
605,55,12,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",90.0
606,55,19,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",90.0
607,55,25,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",80.0
608,55,18,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",73.0
609,55,8,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",85.0
610,55,1,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
611,55,1,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
612,55,8,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",63.0
613,55,11,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",94.0
614,55,1,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",90.0
615,55,11,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",86.0
616,55,2,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",86.0
617,55,11,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",90.0
618,55,20,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",91.0
619,55,20,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",63.0
620,55,12,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",76.0
621,55,13,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",70.0
622,55,13,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",85.0
623,55,2,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",100.0
624,55,5,0,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",66.0
625,55,5,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",63.0
626,55,27,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",82.0
627,55,25,1,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",86.0
628,55,8,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",59.0
629,55,13,2,"Aside from this, Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war, in which he plays Cameron `` Buck'' Williams.","Cameron has often worked in Christian-Themed productions, among them the Post-Rapture films left behind: the movie, left behind II: tribulation force, and left behind: world at war.",80.0
630,56,15,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
631,56,20,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,91.0
632,56,20,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
633,56,19,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,23.0
634,56,13,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
635,56,19,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,5.0
636,56,28,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
637,56,15,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,65.0
638,56,28,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
639,56,15,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,77.0
640,56,20,1,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
641,56,8,0,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,100.0
642,56,14,2,"This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.",This was the area east of the mouth of the Vistula River. It was later called `` the land of Prussia''.,14.0
